qid	P166	qal585
Q3351108	P166	Q3630879	P585	+1992-11-01T00:00:00Z/11
Q554171	P166	Q3630879	P585	+1999-11-01T00:00:00Z/11
Q1248892	P166	Q3630879	P585	+2000-11-01T00:00:00Z/11
Q121077	P166	Q3630879	P585	+2005-11-01T00:00:00Z/11
Q3694565	P166	Q3630879	P585	+2007-11-01T00:00:00Z/11
Q13639132	P166	Q3630879	P585	+2008-11-01T00:00:00Z/11
Q4776900	P166	Q3630879	P585	+2009-11-01T00:00:00Z/11
Q3351697	P166	Q3630879	P585	+2022-11-01T00:00:00Z/11
Q3521068	P166	Q3630879	P585	+2025-11-01T00:00:00Z/11
